epoch,dice_coefficient,iou_coefficient,learning_rate,loss,val_dice_coefficient,val_iou_coefficient,val_loss
0,0.4764446020126343,0.31854262948036194,9.999999747378752e-05,0.5469179153442383,0.19206419587135315,0.10653964430093765,0.8325968384742737
1,0.6272505521774292,0.4584473967552185,9.999999747378752e-05,0.3925173580646515,0.0735882893204689,0.03822287544608116,0.9489781260490417
